Sno,Order Id,Order Date,Delivery Status,Payment Method,Source,Amount,Rejection Reason,,,,,,
292,1267730295,"01:33 AM, October 04 2018",Delivered,COD,Zomato,₹228,,,,,,,
293,1115054985,"12:43 AM, October 04 2018",Delivered,Online,Zomato,₹370,,,,,,,
294,1257479399,"12:42 AM, October 04 2018",Delivered,Online,Zomato,₹126,,,,,,,
295,1030510517,"12:11 AM, October 04 2018",Delivered,COD,Zomato,₹499,,,,,,,
296,1659691904,"03:14 AM, October 03 2018",Delivered,Online,Zomato,₹275,,,,,,,
297,1010429860,"02:28 AM, October 03 2018",Delivered,Online,Zomato,₹160,,,,,,,
298,1095988066,"02:03 AM, October 03 2018",Delivered,Online,Zomato,₹380,,,,,,,
299,1317168184,"01:51 AM, October 03 2018",Delivered,Online,Zomato,₹271,,,,,,,
300,1678357701,"01:38 AM, October 03 2018",rejected,Online,Zomato,₹151,Merchant agreed cancellation,,,,,,
301,1404395304,"01:19 AM, October 03 2018",Delivered,Online,Zomato,₹316,,,,,,,
302,1041136998,"12:56 AM, October 03 2018",Delivered,Online,Zomato,₹270,,,,,,,
303,1007728140,"12:09 AM, October 03 2018",Delivered,Online,Zomato,₹140,,,,,,,
304,1619432874,"10:47 PM, October 02 2018",Delivered,Online,Zomato,₹162,,,,,,,
305,1201696014,"03:00 AM, October 02 2018",Delivered,Online,Zomato,₹230,,,,,,,
306,1180564618,"02:44 AM, October 02 2018",Delivered,Online,Zomato,₹222,,,,,,,
307,1566122016,"02:39 AM, October 02 2018",Delivered,Online,Zomato,₹305,,,,,,,
308,1534026516,"12:57 AM, October 02 2018",Delivered,Online,Zomato,₹250,,,,,,,
309,1225707253,"12:40 AM, October 02 2018",Delivered,Online,Zomato,₹270,,,,,,,
310,1180025768,"03:37 AM, October 01 2018",Delivered,Online,Zomato,₹178,,,,,,,
311,1206942279,"03:32 AM, October 01 2018",Delivered,Online,Zomato,₹300,,,,,,,
312,1643118128,"02:05 AM, October 01 2018",Delivered,COD,Zomato,₹150,,,,,,,
313,1621391067,"02:01 AM, October 01 2018",Delivered,COD,Zomato,₹165,,,,,,,
314,1635988805,"01:45 AM, October 01 2018",Delivered,Online,Zomato,₹240,,,,,,,
315,1228127122,"01:10 AM, October 01 2018",Delivered,COD,Zomato,₹250,,,,,,,
316,1674076530,"01:00 AM, October 01 2018",Delivered,Online,Zomato,₹230,,,,,,,
317,1099808169,"12:38 AM, October 01 2018",Delivered,Online,Zomato,₹261,,,,,,,
318,1564954656,"12:28 AM, October 01 2018",Delivered,Online,Zomato,₹355,,,,,,,
319,1031071438,"12:28 AM, October 01 2018",Delivered,Online,Zomato,₹142,,,,,,,
320,1171784952,"12:20 AM, October 01 2018",Delivered,Online,Zomato,₹138,,,,,,,
321,1678359233,"12:16 AM, October 01 2018",Delivered,Online,Zomato,₹370,,,,,,,
